Region,Main_brand,Category,Age,Gender,Nationality,OSAT,Communication,Ontime,Proposition,Delivery_fees,Restaurant_options,Grocery_options,Ease_usage,Delivery_process,App_sat,time_deliveryboy,Customer_support,Payment_process,Paying_,Product_quality
South,MRSOOL,Electronics,30-39,Female,Nationals,9,8,9,7,8,6,7,7,9,8,7,8,9,7,8
Northern,Carriage,Restaurants,30-39,Female,Nationals,9,10,8,8,10,9,9,10,7,8,10,9,9,8,10
South,Careemnow,ODS,40-49,Female,Nationals,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9
Central,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,10,9,9,8,8,9,10,9,9,9,9,9
Eastern,Talabat,Restaurants,30-39,Female,Nationals,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10
Northern,Carriage,Restaurants,30-39,Female,Nationals,9,10,8,9,7,7,10,8,9,9,8,10,9,9,8
Northern,MRSOOL,Electronics,30-39,Male,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Northern,Talabat,Restaurants,15-29,Female,Nationals,7,8,7,7,8,8,7,6,7,6,7,6,6,7,8
Western,MRSOOL,Restaurants,30-39,Female,Nationals,10,,,,,,,,,,,,,,
Eastern,HungerStation,Pharmacies,40-49,Male,Nationals,7,7,7,8,8,7,8,6,7,8,6,6,6,8,8
Central,MRSOOL,Restaurants,30-39,Female,Nationals,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9
Western,HungerStation,Restaurants,30-39,Male,Nationals,9,10,10,9,9,9,9,9,10,9,9,10,10,9,9
Northern,Careemnow,Restaurants,30-39,Female,Expat Asians,8,9,8,8,9,9,9,9,9,9,8,8,8,8,8
Eastern,Nana,Grocery,40-49,Male,Nationals,7,7,6,6,7,6,6,6,6,7,7,7,6,6,6
Central,HungerStation,Restaurants,15-29,Male,Nationals,7,8,8,9,7,9,10,8,7,9,7,3,5,6,9
South,MRSOOL,Pharmacies,30-39,Female,Nationals,8,9,8,6,6,9,7,7,9,6,7,8,7,8,8
Central,HungerStation,Restaurants,30-39,Male,Nationals,9,10,9,10,10,10,10,10,9,9,10,10,10,10,9
Northern,HungerStation,Restaurants,30-39,Female,Nationals,8,9,8,7,8,7,6,8,7,9,8,6,8,9,10
Central,HungerStation,Grocery,30-39,Male,Expat Arabs,6,4,7,7,6,7,6,6,7,7,7,7,6,6,7
Eastern,HungerStation,ODS,30-39,Male,Expat Asians,9,9,9,9,9,9,9,8,8,9,8,9,8,9,8
Western,Careemnow,Restaurants,30-39,Female,Nationals,10,9,10,9,9,9,10,9,9,9,9,9,9,9,9
Northern,HungerStation,Restaurants,30-39,Male,Nationals,7,7,7,9,6,8,6,9,8,6,6,8,7,6,8
South,MRSOOL,Grocery,40-49,Female,Nationals,10,,9,,,10,10,8,8,9,8,9,,10,9
Western,Talabat,Restaurants,40-49,Male,Nationals,9,10,9,10,9,10,9,10,8,9,10,9,10,9,10
Eastern,HungerStation,Restaurants,15-29,Female,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,MRSOOL,Restaurants,30-39,Male,Nationals,8,9,10,8,8,7,8,9,9,9,7,7,8,5,8
South,HungerStation,Grocery,30-39,Female,Nationals,8,9,7,8,7,8,6,8,8,8,7,9,7,8,9
Northern,HungerStation,Restaurants,30-39,Female,Expat Arabs,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10
South,MRSOOL,Restaurants,40-49,Male,Nationals,9,8,9,8,9,8,8,8,7,7,8,8,8,8,8
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,10,10,10,10,10,7,7,10,10,6,10,7,10,10,8
Western,HungerStation,Restaurants,15-29,Female,Nationals,10,4,6,6,,10,6,6,1,2,3,3,6,5,6
South,HungerStation,Electronics,30-39,Female,Nationals,8,8,7,8,9,8,7,6,8,9,8,7,8,9,8
South,MRSOOL,Restaurants,40-49,Female,Nationals,9,9,8,10,9,9,8,8,10,9,7,8,8,9,9
Western,HungerStation,Restaurants,40-49,Male,Nationals,10,9,9,8,9,8,9,10,10,8,8,9,8,9,8
South,MRSOOL,Restaurants,40-49,Female,Nationals,10,10,8,10,10,8,9,9,7,9,9,8,10,10,6
Eastern,HungerStation,Restaurants,30-39,Male,Expat Asians,7,8,10,,10,9,10,10,10,10,10,9,10,9,9
Central,HungerStation,Restaurants,40-49,Male,Nationals,9,10,10,9,9,10,9,10,10,10,9,10,10,10,10
Western,Careemnow,Restaurants,30-39,Female,Nationals,9,10,9,9,9,9,9,9,10,9,10,9,9,9,9
South,Careemnow,Restaurants,30-39,Male,Nationals,8,7,8,7,6,7,7,8,9,6,10,7,6,8,9
South,MRSOOL,Grocery,40-49,Female,Nationals,10,10,9,10,10,7,4,10,7,8,6,10,8,8,10
Western,HungerStation,Restaurants,40-49,Male,Nationals,9,9,9,8,8,9,8,8,9,10,10,9,8,8,9
Northern,MRSOOL,Grocery,50+,Male,Nationals,9,10,9,9,10,8,9,10,10,10,9,8,9,9,10
Western,MRSOOL,Grocery,40-49,Female,Nationals,9,10,9,10,9,9,10,9,9,8,9,8,9,9,10
Western,Carriage,Restaurants,40-49,Female,Nationals,8,8,9,9,10,9,9,8,9,9,10,9,8,9,9
Western,HungerStation,Restaurants,30-39,Female,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
South,MRSOOL,Restaurants,40-49,Female,Nationals,9,9,8,10,7,9,8,8,10,7,8,9,8,7,9
Northern,HungerStation,Restaurants,30-39,Female,Expat Asians,8,8,9,7,9,8,9,9,9,9,8,8,5,9,9
Central,MRSOOL,Personal_care,40-49,Female,Nationals,10,10,7,9,9,9,7,8,8,8,10,10,10,7,9
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,9,10,10,8,9,9,10,10,9,9,8,9,9,9,8
South,ToYou,ODS,40-49,Female,Nationals,8,10,8,10,9,8,9,10,10,9,8,8,10,9,8
Western,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Talabat,Restaurants,30-39,Female,Nationals,10,10,10,10,9,10,9,10,10,9,10,9,10,10,10
Western,Talabat,Grocery,30-39,Male,Nationals,8,9,8,6,5,5,2,5,4,5,5,6,5,4,4
South,Carriage,Restaurants,40-49,Female,Nationals,8,9,8,8,10,7,9,9,8,10,9,7,8,9,7
South,Careemnow,Grocery,40-49,Female,Nationals,10,10,10,10,9,9,10,9,10,10,9,9,10,10,10
South,Nana,Grocery,40-49,Female,Nationals,9,8,9,10,10,9,8,9,9,10,8,7,9,8,9
Northern,HungerStation,Personal_care,30-39,Female,Nationals,7,8,8,7,7,8,8,6,7,8,8,8,7,8,8
South,MRSOOL,Grocery,40-49,Female,Nationals,10,10,7,8,8,10,7,8,8,8,6,9,9,8,10
Central,Talabat,Restaurants,40-49,Female,Nationals,8,9,8,7,8,7,6,7,8,7,8,5,5,6,5
Northern,MRSOOL,Restaurants,30-39,Female,Nationals,8,8,8,9,9,8,9,8,7,10,9,9,9,8,9
South,MRSOOL,Personal_care,40-49,Female,Nationals,9,8,10,9,8,8,9,7,7,8,8,6,9,8,8
South,HungerStation,Pharmacies,40-49,Female,Nationals,9,10,8,10,9,7,8,10,9,9,8,10,9,10,8
South,Talabat,Restaurants,40-49,Female,Nationals,9,10,8,9,9,7,10,8,9,9,10,8,10,8,9
Central,Jahez,Restaurants,40-49,Female,Nationals,8,9,9,10,9,10,9,10,9,9,10,9,10,9,9
Central,Jahez,Restaurants,40-49,Female,Nationals,9,9,7,10,8,9,,10,8,8,10,10,9,,10
Western,MRSOOL,Grocery,30-39,Female,Nationals,10,5,10,10,5,5,5,10,10,10,10,,10,10,
South,Talabat,Pharmacies,40-49,Female,Nationals,9,10,8,9,9,10,7,8,10,9,9,10,8,9,9
Northern,HungerStation,Restaurants,30-39,Female,Nationals,8,6,7,5,6,9,6,7,9,6,8,10,8,4,5
Central,Talabat,Grocery,40-49,Female,Nationals,8,9,8,7,8,6,6,7,5,6,7,6,5,6,8
Central,Talabat,Pharmacies,30-39,Male,Nationals,8,9,10,7,10,,,10,9,10,9,10,,,9
Western,Wassel,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,MRSOOL,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,MRSOOL,Personal_care,40-49,Female,Nationals,10,8,6,9,8,8,10,7,7,9,8,8,10,8,9
Eastern,HungerStation,Restaurants,15-29,Female,Nationals,4,5,4,6,4,5,4,4,4,5,5,5,4,5,6
South,MRSOOL,Restaurants,40-49,Female,Nationals,9,8,7,10,9,9,7,8,8,10,7,9,9,8,8
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,9,9,8,10,8,8,,9,9,9,10,9
South,MRSOOL,Restaurants,15-29,Female,Nationals,10,10,9,10,10,6,8,10,10,10,10,10,9,9,10
Northern,Jahez,Grocery,30-39,Female,Nationals,7,6,5,7,5,6,7,5,9,6,4,6,4,7,5
Northern,Careemnow,Restaurants,30-39,Male,Nationals,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Northern,HungerStation,Restaurants,15-29,Female,Nationals,9,8,7,9,10,10,9,9,9,10,10,10,10,10,9
Western,HungerStation,Restaurants,30-39,Female,Nationals,8,10,10,9,9,10,7,9,8,9,9,10,9,9,10
Western,MRSOOL,Restaurants,40-49,Female,Nationals,8,9,10,9,10,10,9,9,10,9,10,9,9,10,9
Northern,MRSOOL,ODS,30-39,Female,Nationals,6,5,8,5,7,8,7,9,7,6,7,8,5,8,6
Central,HungerStation,Restaurants,30-39,Male,Expat Asians,9,9,7,8,8,6,8,7,8,6,6,7,8,7,6
Central,Talabat,Restaurants,40-49,Female,Nationals,8,9,7,6,8,7,6,7,8,6,7,6,7,7,6
Central,MRSOOL,Restaurants,30-39,Male,Nationals,8,8,7,9,10,8,9,7,8,9,10,8,9,7,10
Northern,Nana,Personal_care,30-39,Female,Nationals,8,10,10,9,10,9,10,10,9,10,9,10,10,10,10
Western,HungerStation,Restaurants,15-29,Female,Nationals,9,8,8,9,10,10,9,10,10,10,9,10,10,10,9
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,10,9,10,7,10,9,10,9,9,9,8,7
Western,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Talabat,Restaurants,40-49,Female,Nationals,8,9,9,10,9,10,10,9,9,10,10,9,9,10,9
Central,MRSOOL,Grocery,40-49,Female,Nationals,10,9,10,8,10,9,10,8,8,9,10,8,9,10,8
Central,Talabat,Pharmacies,40-49,Female,Nationals,7,9,8,6,7,8,6,7,8,7,6,8,8,9,8
Eastern,Talabat,Grocery,40-49,Female,Nationals,8,7,8,9,8,7,8,9,9,8,9,7,8,9,8
Northern,HungerStation,Restaurants,30-39,Male,Expat Asians,10,10,10,10,10,9,10,9,10,9,10,9,10,8,9
Central,Talabat,Restaurants,40-49,Female,Nationals,8,8,7,6,10,8,9,7,6,5,9,7,4,7,8
South,MRSOOL,Grocery,30-39,Male,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,9,9,9,10,9,10,9,9,10,9,9,10,9,10,9
Eastern,Wassel,Restaurants,40-49,Female,Nationals,8,7,8,7,8,6,9,7,7,9,6,7,7,8,6
Eastern,Talabat,Grocery,40-49,Female,Nationals,8,9,8,9,8,10,8,9,8,8,8,9,7,9,9
Western,HungerStation,Restaurants,40-49,Female,Nationals,8,9,8,9,10,9,9,10,9,9,10,9,9,10,9
Northern,HungerStation,Restaurants,30-39,Female,Nationals,8,8,8,9,9,8,7,7,7,8,7,8,8,8,7
Central,Careemnow,Restaurants,40-49,Female,Nationals,6,8,9,8,10,8,9,9,10,10,8,9,7,8,9
Northern,MRSOOL,Restaurants,30-39,Male,Nationals,8,9,8,9,7,8,10,9,7,8,9,8,10,7,8
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,9,10,9,10,9,10,9,10,9,10,9,10
Northern,Talabat,Restaurants,30-39,Female,Nationals,8,8,6,7,9,6,8,9,5,9,7,9,8,5,6
South,MRSOOL,Restaurants,15-29,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,40-49,Female,Nationals,9,9,10,8,10,9,10,9,8,9,8,9,10,10,9
Central,ToYou,Restaurants,40-49,Female,Nationals,9,9,10,9,10,10,9,10,10,9,10,9,10,9,10
Eastern,Carriage,Grocery,40-49,Female,Nationals,8,7,7,9,9,8,6,8,9,8,7,7,8,8,9
Central,Careemnow,Grocery,40-49,Female,Nationals,8,8,10,,10,9,10,,8,9,,10,9,10,9
South,MRSOOL,Grocery,15-29,Male,Nationals,8,9,7,10,8,9,9,7,8,8,10,9,9,7,8
Central,HungerStation,Restaurants,40-49,Female,Nationals,9,10,9,9,10,9,9,10,9,10,10,9,10,9,10
Eastern,Talabat,Grocery,40-49,Female,Nationals,8,7,7,8,9,10,8,9,7,7,8,9,9,8,7
South,Jahez,Grocery,40-49,Female,Nationals,9,9,10,,9,8,,10,9,,,10,,10,7
Western,Careemnow,Restaurants,30-39,Female,Nationals,10,10,10,9,9,9,10,10,10,9,9,9,9,10,10
Central,Talabat,Grocery,40-49,Female,Nationals,10,8,10,8,9,10,10,9,8,9,10,9,8,9,10
Eastern,Careemnow,Restaurants,40-49,Female,Nationals,8,8,9,7,7,9,9,6,7,9,7,9,6,7,9
Eastern,HungerStation,Restaurants,40-49,Male,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,9,6,8
South,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10
Northern,Careemnow,Grocery,30-39,Female,Nationals,7,6,5,4,7,6,5,4,6,5,3,6,7,7,5
South,HungerStation,Restaurants,30-39,Female,Nationals,5,4,5,6,4,6,6,7,9,9,3,3,9,4,3
Central,MRSOOL,Grocery,30-39,Male,Nationals,10,10,9,9,10,9,9,9,10,9,10,10,10,10,10
South,Jahez,Grocery,40-49,Female,Nationals,9,9,10,10,9,8,8,9,10,10,9,8,8,9,10
Northern,HungerStation,Restaurants,30-39,Female,Nationals,9,10,10,10,10,9,9,9,9,9,9,9,9,9,9
Northern,MRSOOL,Restaurants,30-39,Female,Nationals,8,9,8,9,8,9,8,10,9,9,10,8,9,9,10
Eastern,Careemnow,Restaurants,40-49,Female,Nationals,9,10,9,9,10,8,10,10,9,10,7,8,8,10,9
South,Careemnow,Restaurants,30-39,Female,Nationals,6,6,7,8,9,8,6,7,8,8,9,7,8,10,10
Eastern,Careemnow,Restaurants,40-49,Female,Nationals,7,8,9,8,7,8,7,9,9,8,6,8,8,9,7
Northern,HungerStation,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Carriage,Restaurants,40-49,Female,Nationals,10,9,10,8,8,9,8,10,9,10,9,7,10,9,9
Northern,MRSOOL,Grocery,15-29,Female,Nationals,8,8,10,9,9,7,8,8,10,10,7,8,8,6,9
South,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10
South,Carriage,Grocery,40-49,Female,Nationals,9,10,9,10,10,,9,9,10,10,9,8,8,9,10
Northern,MRSOOL,Restaurants,40-49,Female,Nationals,7,8,6,9,8,8,9,7,7,9,6,7,7,9,6
Central,MRSOOL,Grocery,40-49,Female,Nationals,10,10,9,8,9,10,10,9,8,9,10,9,8,9,10
Central,Careemnow,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,9,9,8,7,8,10,9,8,8,9,8,9
Central,Nana,Restaurants,40-49,Female,Nationals,10,9,10,8,9,10,10,9,8,8,9,10,9,8,9
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,9,10,9,9,9,8,10,10,10,10,10,10,10,9
Northern,Talabat,Grocery,40-49,Female,Nationals,8,10,9,8,10,10,9,9,10,9,8,10,9,8,9
Northern,Talabat,Grocery,40-49,Female,Nationals,9,9,8,9,8,9,10,10,9,8,10,9,9,10,9
Northern,HungerStation,Grocery,30-39,Female,Nationals,10,10,9,8,9,8,10,9,10,9,8,10,9,8,10
Western,HungerStation,Restaurants,15-29,Female,Nationals,8,9,10,9,8,7,9,7,8,8,9,10,9,10,9
Eastern,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10
South,MRSOOL,Grocery,40-49,Female,Nationals,10,10,9,10,7,9,8,8,10,10,9,9,7,8,9
Western,Jahez,Restaurants,30-39,Female,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,40-49,Male,Expat Arabs,8,9,8,8,8,8,5,7,6,9,5,,7,,7
Northern,Wassel,Grocery,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Personal_care,30-39,Female,Nationals,7,9,8,9,6,7,7,7,8,6,6,5,8,9,8
Western,Ngwah,Personal_care,40-49,Male,Expat Asians,4,5,5,4,6,5,7,8,7,7,7,8,6,6,6
South,Talabat,Grocery,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,MRSOOL,Grocery,40-49,Male,Nationals,8,9,8,8,10,9,9,7,10,10,8,8,7,9,9
South,MRSOOL,Personal_care,40-49,Female,Nationals,10,10,6,8,8,6,9,9,9,7,9,8,5,8,6
South,MRSOOL,Restaurants,40-49,Female,Nationals,8,9,9,8,9,9,8,7,8,8,8,9,7,8,8
Eastern,Careemnow,Restaurants,30-39,Male,Nationals,6,7,6,8,9,9,9,9,9,9,9,9,9,9,9
Eastern,HungerStation,Restaurants,40-49,Male,Expat Asians,9,9,8,10,9,9,9,9,8,9,9,8,9,9,9
Northern,Talabat,Restaurants,40-49,Female,Nationals,7,9,7,7,8,9,10,8,8,9,10,7,8,9,8
Eastern,MRSOOL,Grocery,30-39,Male,Nationals,10,10,10,10,9,9,9,8,10,10,8,9,9,9,9
Central,MRSOOL,Grocery,30-39,Female,Nationals,10,10,9,9,9,10,9,10,10,10,10,10,9,10,9
Central,HungerStation,Restaurants,30-39,Male,Expat Asians,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,MRSOOL,Restaurants,40-49,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,Nana,Grocery,40-49,Female,Nationals,9,9,10,10,9,8,8,8,9,7,7,8,9,9,8
Western,HungerStation,Restaurants,30-39,Female,Nationals,8,10,9,8,9,10,9,8,9,10,8,9,10,,9
South,Careemnow,Personal_care,40-49,Female,Nationals,8,9,10,9,9,10,10,9,9,8,8,9,10,9,8
Central,HungerStation,Restaurants,30-39,Female,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Eastern,MRSOOL,Restaurants,30-39,Male,Nationals,6,10,4,4,4,5,2,4,5,5,5,5,7,8,8
Western,MRSOOL,ODS,40-49,Male,Nationals,9,10,10,10,10,10,10,10,10,9,10,10,9,10,10
Northern,HungerStation,Pharmacies,30-39,Male,Nationals,9,9,9,9,8,8,8,7,7,8,9,8,9,8,6
Western,HungerStation,Restaurants,40-49,Male,Nationals,9,9,10,10,10,10,10,10,10,9,9,9,10,9,10
Western,MRSOOL,Restaurants,30-39,Female,Nationals,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
South,Careemnow,Restaurants,40-49,Female,Nationals,5,8,7,9,9,10,8,7,9,10,8,9,10,9,8
South,HungerStation,Restaurants,30-39,Male,Expat Asians,10,10,9,9,10,10,9,9,9,10,9,9,9,9,9
South,HungerStation,Grocery,40-49,Female,Nationals,9,10,8,9,9,10,7,8,8,10,9,9,10,8,9
Eastern,Careemnow,Electronics,30-39,Male,Expat Arabs,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
South,HungerStation,Restaurants,40-49,Female,Nationals,7,9,7,10,5,8,9,10,7,8,9,6,8,7,9
Central,HungerStation,Restaurants,30-39,Male,Expat Asians,9,10,10,10,10,10,10,10,10,9,9,10,10,10,10
Northern,MRSOOL,Restaurants,30-39,Male,Nationals,8,8,9,10,9,8,8,7,7,8,9,8,7,8,7
Western,Careemnow,Restaurants,30-39,Male,Expat Arabs,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Western,HungerStation,Grocery,40-49,Male,Nationals,7,6,5,7,7,6,7,6,7,5,2,2,3,3,3
Northern,Talabat,Grocery,40-49,Female,Nationals,8,9,8,7,9,8,6,7,9,9,8,9,10,8,8
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,9,10,10,10,10,10,9,10,10,10,10
Northern,MRSOOL,Electronics,15-29,Female,Nationals,7,5,7,7,7,5,7,6,6,5,6,6,5,5,6
Central,HungerStation,Restaurants,30-39,Female,Nationals,9,9,10,9,9,8,8,9,9,9,9,10,9,9,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,9,8,8,9,9,9,9,9,9,10,10,10,10,10,10
South,Talabat,Restaurants,40-49,Female,Nationals,8,9,8,10,9,9,7,8,8,7,9,9,8,10,9
Western,HungerStation,Restaurants,30-39,Female,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Eastern,MRSOOL,Restaurants,30-39,Male,Expat Arabs,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,Carriage,Grocery,40-49,Female,Nationals,8,8,10,9,9,10,10,9,9,8,9,10,9,8,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,9,9,9,10,9,9,9,10,10,9,9,9,8,9
Eastern,Careemnow,Restaurants,30-39,Male,Expat Asians,10,10,10,9,10,9,10,10,10,9,10,10,10,10,10
Central,MRSOOL,Grocery,40-49,Female,Nationals,10,10,9,10,9,9,10,10,10,9,9,9,9,10,10
South,Talabat,Grocery,40-49,Female,Nationals,9,10,7,9,8,8,10,9,10,9,7,10,9,8,9
Central,Nana,Grocery,15-29,Female,Nationals,9,8,8,9,8,8,9,8,8,8,7,8,8,8,8
Central,MRSOOL,ODS,30-39,Male,Nationals,10,8,10,9,10,10,9,10,10,10,9,8,9,9,9
South,MRSOOL,Grocery,40-49,Female,Nationals,10,10,7,8,8,8,6,9,8,8,10,7,7,9,8
Northern,HungerStation,Restaurants,30-39,Male,Nationals,7,3,4,5,5,5,5,5,5,5,5,5,5,5,5
South,HungerStation,Restaurants,40-49,Female,Nationals,8,7,9,8,10,7,6,5,7,9,8,10,9,7,9
South,Carriage,Restaurants,40-49,Female,Nationals,9,10,8,9,9,7,10,8,10,9,10,8,9,9,10
Northern,Talabat,Restaurants,30-39,Female,Nationals,8,8,9,5,8,5,9,8,10,8,10,9,5,10,8
Central,MRSOOL,Restaurants,40-49,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,8,8,8,7,5,7,8,8,8,8,7,8,7,8,8
South,Talabat,Grocery,40-49,Female,Nationals,9,10,7,9,8,8,10,9,9,10,7,9,8,10,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,8,9,10,9,8,9,10,9,8,9,10,9
Northern,MRSOOL,Restaurants,30-39,Female,Nationals,9,9,10,10,9,10,8,10,8,9,8,10,9,8,9
South,Talabat,Pharmacies,40-49,Female,Nationals,9,10,8,9,9,10,7,9,8,8,10,9,9,10,8
Western,HungerStation,Restaurants,30-39,Female,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,10,10,9,9
South,MRSOOL,Personal_care,40-49,Female,Nationals,10,7,9,9,7,8,8,5,6,6,6,9,8,7,8
Central,HungerStation,Pharmacies,40-49,Male,Nationals,8,10,9,10,10,10,9,9,9,9,9,9,10,9,10
Western,Ngwah,Restaurants,40-49,Male,Expat Asians,8,10,2,2,2,2,4,4,2,2,3,8,5,5,5
Eastern,HungerStation,Restaurants,40-49,Female,Expat Asians,9,9,9,9,9,10,7,9,8,8,8,9,9,10,8
South,MRSOOL,Grocery,40-49,Female,Nationals,10,10,7,9,7,9,7,5,6,5,9,8,8,6,9
South,Nana,Grocery,40-49,Female,Nationals,8,9,10,9,10,10,8,9,9,10,8,8,9,10,9
Central,HungerStation,Restaurants,40-49,Male,Expat Arabs,8,8,8,8,8,8,8,8,8,8,7,9,7,7,8
Northern,HungerStation,Restaurants,15-29,Male,Nationals,10,10,10,9,8,10,7,10,10,10,10,10,10,10,10
South,MRSOOL,Grocery,40-49,Female,Nationals,10,8,6,9,7,8,7,9,6,8,8,6,9,7,7
South,MRSOOL,Restaurants,30-39,Female,Nationals,10,9,9,9,10,10,10,9,9,9,9,9,9,10,9
South,HungerStation,Restaurants,30-39,Female,Nationals,8,9,10,9,,10,8,9,,10,8,9,7,10,8
Northern,Talabat,Restaurants,30-39,Female,Nationals,8,7,10,9,9,10,7,8,8,10,10,7,9,,8
Central,Jahez,Restaurants,30-39,Female,Expat Arabs,9,8,9,9,8,9,,9,9,9,8,,9,6,8
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,8,7,9,9,8,9,10,8,7,9,7,9,8,10,7
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,9,7,9,10,6,6,8,9,9,10,7,7,8,9,7
Western,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10
Northern,MRSOOL,Grocery,40-49,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,7,8,7,9,7,9,7,8,9,7,8,7,9,8,10
Western,MRSOOL,Restaurants,30-39,Female,Nationals,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,10,10,9,9,9,9,10,9,9,9,9,10,9,9,9
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,8,9,6,8,9,10,7,8,7,9,10,7,8,8,9
Northern,HungerStation,Grocery,30-39,Male,Nationals,6,7,7,5,6,7,6,6,6,6,7,7,7,7,7
Central,MRSOOL,Pharmacies,30-39,Male,Nationals,5,6,6,6,7,7,7,7,6,6,8,7,7,7,7
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,8,8,6,8,9,10,9,10,8,9,10,8,10,8,9
Northern,Talabat,Restaurants,30-39,Female,Nationals,9,8,10,7,9,9,,8,7,10,10,9,7,10,8
Northern,MRSOOL,Pharmacies,40-49,Female,Nationals,7,7,7,8,8,6,6,8,7,7,7,7,8,8,8
Northern,Talabat,Restaurants,30-39,Female,Nationals,8,8,10,7,9,10,10,6,8,8,10,9,6,7,7
Central,Talabat,Electronics,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,HungerStation,Grocery,30-39,Female,Nationals,10,10,9,8,10,9,10,9,10,8,9,10,9,8,9
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,8,8,9,7,8,7,9,7,9,10,8,8,9,10,7
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,7,8,9,7,8,10,8,9,9,7,10,8,9,10,8
Northern,Talabat,Restaurants,40-49,Female,Nationals,7,9,8,9,10,9,8,9,7,10,8,7,10,8,9
Western,MRSOOL,Restaurants,40-49,Female,Nationals,8,9,10,10,10,9,9,10,10,9,7,7,6,9,10
Western,HungerStation,Restaurants,30-39,Female,Nationals,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5
Northern,MRSOOL,Restaurants,40-49,Female,Nationals,9,9,9,9,9,9,10,8,10,9,10,9,9,9,9
